Away Team,Home Team
Milwaukee Brewers,San Diego Padres
Minnesota Twins,San Diego Padres
Minnesota Twins,San Diego Padres
Minnesota Twins,San Diego Padres
New York Mets,San Diego Padres
New York Mets,San Diego Padres
New York Mets,San Diego Padres
Philadelphia Phillies,San Diego Padres
Philadelphia Phillies,San Diego Padres
Philadelphia Phillies,San Diego Padres
Philadelphia Phillies,San Diego Padres
Pittsburgh Pirates,San Diego Padres
Pittsburgh Pirates,San Diego Padres
Pittsburgh Pirates,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
San Francisco Giants,San Diego Padres
Seattle Mariners,San Diego Padres
Seattle Mariners,San Diego Padres
St. Louis Cardinals,San Diego Padres
St. Louis Cardinals,San Diego Padres
St. Louis Cardinals,San Diego Padres
Washington Nationals,San Diego Padres
Washington Nationals,San Diego Padres
Washington Nationals,San Diego Padres
Washington Nationals,San Diego Padres
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Arizona Diamondbacks,San Francisco Giants
Atlanta Braves,San Francisco Giants
Atlanta Braves,San Francisco Giants
Atlanta Braves,San Francisco Giants
Chicago Cubs,San Francisco Giants
Chicago Cubs,San Francisco Giants
Chicago Cubs,San Francisco Giants
Chicago Cubs,San Francisco Giants
Chicago White Sox,San Francisco Giants
Chicago White Sox,San Francisco Giants
Chicago White Sox,San Francisco Giants
Cincinnati Reds,San Francisco Giants
Cincinnati Reds,San Francisco Giants
Cincinnati Reds,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Colorado Rockies,San Francisco Giants
Detroit Tigers,San Francisco Giants
Detroit Tigers,San Francisco Giants
Kansas City Royals,San Francisco Giants
Kansas City Royals,San Francisco Giants
Kansas City Royals,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Los Angeles Dodgers,San Francisco Giants
Miami Marlins,San Francisco Giants
Miami Marlins,San Francisco Giants
Miami Marlins,San Francisco Giants
Milwaukee Brewers,San Francisco Giants
Milwaukee Brewers,San Francisco Giants
Milwaukee Brewers,San Francisco Giants
Milwaukee Brewers,San Francisco Giants
New York Mets,San Francisco Giants
New York Mets,San Francisco Giants
New York Mets,San Francisco Giants
Oakland Athletics,San Francisco Giants
Oakland Athletics,San Francisco Giants
Philadelphia Phillies,San Francisco Giants
Philadelphia Phillies,San Francisco Giants
Philadelphia Phillies,San Francisco Giants
Pittsburgh Pirates,San Francisco Giants
Pittsburgh Pirates,San Francisco Giants
Pittsburgh Pirates,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
San Diego Padres,San Francisco Giants
St. Louis Cardinals,San Francisco Giants
St. Louis Cardinals,San Francisco Giants
St. Louis Cardinals,San Francisco Giants
St. Louis Cardinals,San Francisco Giants
Washington Nationals,San Francisco Giants
Washington Nationals,San Francisco Giants
Washington Nationals,San Francisco Giants
Atlanta Braves,Seattle Mariners
Atlanta Braves,Seattle Mariners
Atlanta Braves,Seattle Mariners
Baltimore Orioles,Seattle Mariners
Baltimore Orioles,Seattle Mariners
Baltimore Orioles,Seattle Mariners
Boston Red Sox,Seattle Mariners
Boston Red Sox,Seattle Mariners
Boston Red Sox,Seattle Mariners
Chicago White Sox,Seattle Mariners
Chicago White Sox,Seattle Mariners
Chicago White Sox,Seattle Mariners
Cleveland Guardians,Seattle Mariners
Cleveland Guardians,Seattle Mariners
Cleveland Guardians,Seattle Mariners
Cleveland Guardians,Seattle Mariners
Detroit Tigers,Seattle Mariners
Detroit Tigers,Seattle Mariners
Detroit Tigers,Seattle Mariners
Detroit Tigers,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Houston Astros,Seattle Mariners
Kansas City Royals,Seattle Mariners
Kansas City Royals,Seattle Mariners
Kansas City Royals,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Los Angeles Angels,Seattle Mariners
Minnesota Twins,Seattle Mariners
Minnesota Twins,Seattle Mariners
Minnesota Twins,Seattle Mariners
New York Yankees,Seattle Mariners
New York Yankees,Seattle Mariners
New York Yankees,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Oakland Athletics,Seattle Mariners
Philadelphia Phillies,Seattle Mariners
Philadelphia Phillies,Seattle Mariners
Philadelphia Phillies,Seattle Mariners
San Diego Padres,Seattle Mariners
San Diego Padres,Seattle Mariners
Tampa Bay Rays,Seattle Mariners
Tampa Bay Rays,Seattle Mariners
Tampa Bay Rays,Seattle Mariners
Tampa Bay Rays,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Texas Rangers,Seattle Mariners
Toronto Blue Jays,Seattle Mariners
Toronto Blue Jays,Seattle Mariners
Toronto Blue Jays,Seattle Mariners
Toronto Blue Jays,Seattle Mariners
Washington Nationals,Seattle Mariners
Washington Nationals,Seattle Mariners
Arizona Diamondbacks,St. Louis Cardinals
Arizona Diamondbacks,St. Louis Cardinals
Arizona Diamondbacks,St. Louis Cardinals
Arizona Diamondbacks,St. Louis Cardinals
Atlanta Braves,St. Louis Cardinals
Atlanta Braves,St. Louis Cardinals
Atlanta Braves,St. Louis Cardinals
Baltimore Orioles,St. Louis Cardinals
Baltimore Orioles,St. Louis Cardinals
Baltimore Orioles,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Chicago Cubs,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Cincinnati Reds,St. Louis Cardinals
Colorado Rockies,St. Louis Cardinals
Colorado Rockies,St. Louis Cardinals
Colorado Rockies,St. Louis Cardinals
Kansas City Royals,St. Louis Cardinals
Kansas City Royals,St. Louis Cardinals
Los Angeles Dodgers,St. Louis Cardinals
Los Angeles Dodgers,St. Louis Cardinals
Los Angeles Dodgers,St. Louis Cardinals
Miami Marlins,St. Louis Cardinals
Miami Marlins,St. Louis Cardinals
Miami Marlins,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
Milwaukee Brewers,St. Louis Cardinals
New York Mets,St. Louis Cardinals
New York Mets,St. Louis Cardinals
New York Mets,St. Louis Cardinals
New York Yankees,St. Louis Cardinals
New York Yankees,St. Louis Cardinals
New York Yankees,St. Louis Cardinals
Philadelphia Phillies,St. Louis Cardinals
Philadelphia Phillies,St. Louis Cardinals
Philadelphia Phillies,St. Louis Cardinals
Philadelphia Phillies,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
Pittsburgh Pirates,St. Louis Cardinals
San Diego Padres,St. Louis Cardinals
San Diego Padres,St. Louis Cardinals
San Diego Padres,St. Louis Cardinals
San Francisco Giants,St. Louis Cardinals
San Francisco Giants,St. Louis Cardinals
San Francisco Giants,St. Louis Cardinals
Toronto Blue Jays,St. Louis Cardinals
Toronto Blue Jays,St. Louis Cardinals
Washington Nationals,St. Louis Cardinals
Washington Nationals,St. Louis Cardinals
Washington Nationals,St. Louis Cardinals
Washington Nationals,St. Louis Cardinals
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Baltimore Orioles,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Boston Red Sox,Tampa Bay Rays
Chicago White Sox,Tampa Bay Rays
Chicago White Sox,Tampa Bay Rays
Chicago White Sox,Tampa Bay Rays
Cleveland Guardians,Tampa Bay Rays
Cleveland Guardians,Tampa Bay Rays
Cleveland Guardians,Tampa Bay Rays
Detroit Tigers,Tampa Bay Rays
Detroit Tigers,Tampa Bay Rays
Detroit Tigers,Tampa Bay Rays
Houston Astros,Tampa Bay Rays
Houston Astros,Tampa Bay Rays
Houston Astros,Tampa Bay Rays
Kansas City Royals,Tampa Bay Rays
Kansas City Royals,Tampa Bay Rays
Kansas City Royals,Tampa Bay Rays
Kansas City Royals,Tampa Bay Rays
Los Angeles Angels,Tampa Bay Rays
Los Angeles Angels,Tampa Bay Rays
Los Angeles Angels,Tampa Bay Rays
Los Angeles Angels,Tampa Bay Rays
Miami Marlins,Tampa Bay Rays
Miami Marlins,Tampa Bay Rays
Milwaukee Brewers,Tampa Bay Rays
Milwaukee Brewers,Tampa Bay Rays
Minnesota Twins,Tampa Bay Rays
Minnesota Twins,Tampa Bay Rays
Minnesota Twins,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
New York Yankees,Tampa Bay Rays
Oakland Athletics,Tampa Bay Rays
Oakland Athletics,Tampa Bay Rays
Oakland Athletics,Tampa Bay Rays
Oakland Athletics,Tampa Bay Rays
Pittsburgh Pirates,Tampa Bay Rays
Pittsburgh Pirates,Tampa Bay Rays
Pittsburgh Pirates,Tampa Bay Rays
Seattle Mariners,Tampa Bay Rays
Seattle Mariners,Tampa Bay Rays
Seattle Mariners,Tampa Bay Rays
St. Louis Cardinals,Tampa Bay Rays
St. Louis Cardinals,Tampa Bay Rays
St. Louis Cardinals,Tampa Bay Rays
Texas Rangers,Tampa Bay Rays
Texas Rangers,Tampa Bay Rays
Texas Rangers,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Toronto Blue Jays,Tampa Bay Rays
Atlanta Braves,Texas Rangers
Atlanta Braves,Texas Rangers
Atlanta Braves,Texas Rangers
Baltimore Orioles,Texas Rangers
Baltimore Orioles,Texas Rangers
Baltimore Orioles,Texas Rangers
Boston Red Sox,Texas Rangers
Boston Red Sox,Texas Rangers
Boston Red Sox,Texas Rangers
Chicago White Sox,Texas Rangers
Chicago White Sox,Texas Rangers
Chicago White Sox,Texas Rangers
Chicago White Sox,Texas Rangers
Cleveland Guardians,Texas Rangers
Cleveland Guardians,Texas Rangers
Cleveland Guardians,Texas Rangers
Colorado Rockies,Texas Rangers
Colorado Rockies,Texas Rangers
Detroit Tigers,Texas Rangers
Detroit Tigers,Texas Rangers
Detroit Tigers,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Houston Astros,Texas Rangers
Kansas City Royals,Texas Rangers
Kansas City Royals,Texas Rangers
Kansas City Royals,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Los Angeles Angels,Texas Rangers
Minnesota Twins,Texas Rangers
Minnesota Twins,Texas Rangers
Minnesota Twins,Texas Rangers
New York Yankees,Texas Rangers
New York Yankees,Texas Rangers
New York Yankees,Texas Rangers
New York Yankees,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Oakland Athletics,Texas Rangers
Philadelphia Phillies,Texas Rangers
Philadelphia Phillies,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Seattle Mariners,Texas Rangers
Tampa Bay Rays,Texas Rangers
Tampa Bay Rays,Texas Rangers
Tampa Bay Rays,Texas Rangers
Tampa Bay Rays,Texas Rangers
Toronto Blue Jays,Texas Rangers
Toronto Blue Jays,Texas Rangers
Toronto Blue Jays,Texas Rangers
Washington Nationals,Texas Rangers
Washington Nationals,Texas Rangers
Washington Nationals,Texas Rangers
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Baltimore Orioles,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Boston Red Sox,Toronto Blue Jays
Chicago Cubs,Toronto Blue Jays
Chicago Cubs,Toronto Blue Jays
Chicago Cubs,Toronto Blue Jays
Chicago White Sox,Toronto Blue Jays
Chicago White Sox,Toronto Blue Jays
Chicago White Sox,Toronto Blue Jays
Cincinnati Reds,Toronto Blue Jays
Cincinnati Reds,Toronto Blue Jays
Cincinnati Reds,Toronto Blue Jays
Cleveland Guardians,Toronto Blue Jays
Cleveland Guardians,Toronto Blue Jays
Cleveland Guardians,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Detroit Tigers,Toronto Blue Jays
Houston Astros,Toronto Blue Jays
Houston Astros,Toronto Blue Jays
Houston Astros,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Kansas City Royals,Toronto Blue Jays
Los Angeles Angels,Toronto Blue Jays
Los Angeles Angels,Toronto Blue Jays
Los Angeles Angels,Toronto Blue Jays
Minnesota Twins,Toronto Blue Jays
Minnesota Twins,Toronto Blue Jays
Minnesota Twins,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
New York Yankees,Toronto Blue Jays
Oakland Athletics,Toronto Blue Jays
Oakland Athletics,Toronto Blue Jays
Oakland Athletics,Toronto Blue Jays
Philadelphia Phillies,Toronto Blue Jays
Philadelphia Phillies,Toronto Blue Jays
Seattle Mariners,Toronto Blue Jays
Seattle Mariners,Toronto Blue Jays
Seattle Mariners,Toronto Blue Jays
St. Louis Cardinals,Toronto Blue Jays
St. Louis Cardinals,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Tampa Bay Rays,Toronto Blue Jays
Texas Rangers,Toronto Blue Jays
Texas Rangers,Toronto Blue Jays
Texas Rangers,Toronto Blue Jays
Arizona Diamondbacks,Washington Nationals
Arizona Diamondbacks,Washington Nationals
Arizona Diamondbacks,Washington Nationals
Arizona Diamondbacks,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Atlanta Braves,Washington Nationals
Baltimore Orioles,Washington Nationals
Baltimore Orioles,Washington Nationals
Chicago Cubs,Washington Nationals
Chicago Cubs,Washington Nationals
Chicago Cubs,Washington Nationals
Cincinnati Reds,Washington Nationals
Cincinnati Reds,Washington Nationals
Cincinnati Reds,Washington Nationals
Colorado Rockies,Washington Nationals
Colorado Rockies,Washington Nationals
Colorado Rockies,Washington Nationals
Colorado Rockies,Washington Nationals
Houston Astros,Washington Nationals
Houston Astros,Washington Nationals
Houston Astros,Washington Nationals
Los Angeles Dodgers,Washington Nationals
Los Angeles Dodgers,Washington Nationals
Los Angeles Dodgers,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Miami Marlins,Washington Nationals
Milwaukee Brewers,Washington Nationals
Milwaukee Brewers,Washington Nationals
Milwaukee Brewers,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
New York Mets,Washington Nationals
Oakland Athletics,Washington Nationals
Oakland Athletics,Washington Nationals
Oakland Athletics,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Philadelphia Phillies,Washington Nationals
Pittsburgh Pirates,Washington Nationals
Pittsburgh Pirates,Washington Nationals
Pittsburgh Pirates,Washington Nationals
San Diego Padres,Washington Nationals
San Diego Padres,Washington Nationals
San Diego Padres,Washington Nationals
San Francisco Giants,Washington Nationals
San Francisco Giants,Washington Nationals
San Francisco Giants,Washington Nationals
Seattle Mariners,Washington Nationals
Seattle Mariners,Washington Nationals
St. Louis Cardinals,Washington Nationals
St. Louis Cardinals,Washington Nationals
St. Louis Cardinals,Washington Nationals